AQI,÷ ¡øµ»º∂,PM10,O3,SO2,PM2.5,NO2,CO,date
53.0,¡º,48.0,69.0,6.0,37,42.0,0.8,2018/10/22
95.0,¡º,86.0,93.0,10.0,53,76.0,1.1,2018/10/23
90.0,¡º,102.0,112.0,12.0,65,72.0,1.3,2018/10/24
68.0,¡º,64.0,41.0,7.0,49,53.0,1.0,2018/10/25
58.0,¡º,61.0,98.0,8.0,30,46.0,0.8,2018/10/26
60.0,¡º,57.0,83.0,11.0,21,48.0,0.6,2018/10/27
73.0,¡º,79.0,115.0,12.0,41,58.0,0.7,2018/10/28
97.0,¡º,88.0,96.0,11.0,49,77.0,0.8,2018/10/29
108.0,«·∂»Œ€»æ,110.0,75.0,15.0,54,96.0,1.2,2018/10/30
105.0,«·∂»Œ€»æ,101.0,103.0,16.0,53,89.0,1.1,2018/10/31
73.0,¡º,88.0,127.0,17.0,52,58.0,1.0,2018/11/1
67.0,¡º,69.0,120.0,14.0,42,46.0,0.8,2018/11/2
65.0,¡º,66.0,105.0,14.0,42,52.0,0.8,2018/11/3
72.0,¡º,79.0,64.0,13.0,48,57.0,0.9,2018/11/4
83.0,¡º,77.0,67.0,7.0,61,34.0,1.1,2018/11/5
29.0,”≈,8.0,23.0,4.0,6,23.0,0.8,2018/11/6
29.0,”≈,13.0,29.0,4.0,14,23.0,0.7,2018/11/7
46.0,”≈,30.0,55.0,6.0,32,32.0,0.8,2018/11/8
69.0,¡º,51.0,48.0,11.0,36,55.0,1.1,2018/11/9
68.0,¡º,39.0,28.0,11.0,31,54.0,1.0,2018/11/10
52.0,¡º,37.0,79.0,5.0,36,32.0,0.6,2018/11/11
95.0,¡º,73.0,64.0,7.0,71,51.0,0.9,2018/11/12
79.0,¡º,66.0,59.0,9.0,58,49.0,1.1,2018/11/13
62.0,¡º,50.0,25.0,8.0,44,46.0,1.0,2018/11/14
64.0,¡º,50.0,39.0,5.0,46,33.0,0.8,2018/11/15
64.0,¡º,50.0,51.0,6.0,46,30.0,0.8,2018/11/16
50.0,”≈,36.0,16.0,5.0,35,30.0,0.8,2018/11/17
43.0,”≈,29.0,29.0,5.0,30,31.0,0.8,2018/11/18
75.0,¡º,59.0,33.0,10.0,55,58.0,1.3,2018/11/19
72.0,¡º,51.0,37.0,9.0,42,57.0,1.1,2018/11/20
98.0,¡º,73.0,70.0,8.0,73,43.0,1.0,2018/11/21
113.0,«·∂»Œ€»æ,100.0,74.0,13.0,85,66.0,1.3,2018/11/22
89.0,¡º,88.0,84.0,9.0,66,65.0,1.0,2018/11/23
102.0,«·∂»Œ€»æ,97.0,72.0,14.0,76,78.0,1.3,2018/11/24
179.0,÷–∂»Œ€»æ,150.0,54.0,11.0,135,89.0,1.6,2018/11/25
138.0,«·∂»Œ€»æ,135.0,81.0,10.0,105,88.0,1.8,2018/11/26
127.0,«·∂»Œ€»æ,124.0,93.0,13.0,96,95.0,1.8,2018/11/27
140.0,«·∂»Œ€»æ,188.0,66.0,14.0,107,94.0,1.6,2018/11/28
149.0,«·∂»Œ€»æ,146.0,72.0,13.0,114,75.0,1.6,2018/11/29
252.0,÷ÿ∂»Œ€»æ,214.0,44.0,13.0,202,58.0,2.1,2018/11/30
207.0,÷ÿ∂»Œ€»æ,176.0,26.0,11.0,157,57.0,2.1,2018/12/1
143.0,«·∂»Œ€»æ,121.0,5.0,8.0,109,47.0,1.8,2018/12/2
70.0,¡º,55.0,29.0,5.0,51,40.0,1.8,2018/12/3
86.0,¡º,121.0,30.0,5.0,54,30.0,1.1,2018/12/4
59.0,¡º,67.0,12.0,6.0,38,31.0,0.9,2018/12/5
28.0,”≈,13.0,34.0,5.0,14,22.0,0.7,2018/12/6
59.0,¡º,48.0,33.0,6.0,42,25.0,0.8,2018/12/7
32.0,”≈,32.0,39.0,7.0,21,23.0,0.5,2018/12/8
55.0,¡º,49.0,29.0,9.0,39,32.0,0.7,2018/12/9
75.0,¡º,51.0,17.0,6.0,55,33.0,0.8,2018/12/10
128.0,«·∂»Œ€»æ,82.0,24.0,7.0,97,39.0,1.0,2018/12/11
173.0,÷–∂»Œ€»æ,136.0,53.0,15.0,131,57.0,1.4,2018/12/12
137.0,«·∂»Œ€»æ,131.0,38.0,14.0,104,81.0,1.3,2018/12/13
112.0,«·∂»Œ€»æ,96.0,38.0,15.0,84,58.0,1.1,2018/12/14
142.0,«·∂»Œ€»æ,109.0,22.0,11.0,108,59.0,1.1,2018/12/15
173.0,÷–∂»Œ€»æ,134.0,68.0,10.0,131,58.0,1.2,2018/12/16
127.0,«·∂»Œ€»æ,128.0,45.0,13.0,96,85.0,1.5,2018/12/17
114.0,«·∂»Œ€»æ,126.0,32.0,17.0,86,88.0,1.7,2018/12/18
89.0,¡º,94.0,17.0,21.0,65,71.0,1.4,2018/12/19
70.0,¡º,47.0,21.0,6.0,41,56.0,0.9,2018/12/20
84.0,¡º,67.0,16.0,7.0,62,49.0,1.0,2018/12/21
89.0,¡º,66.0,16.0,5.0,66,39.0,1.2,2018/12/22
176.0,÷–∂»Œ€»æ,132.0,81.0,10.0,133,41.0,1.4,2018/12/23
125.0,«·∂»Œ€»æ,108.0,51.0,13.0,95,51.0,1.4,2018/12/24
104.0,«·∂»Œ€»æ,75.0,12.0,6.0,78,42.0,1.3,2018/12/25
83.0,¡º,58.0,27.0,5.0,61,38.0,1.1,2018/12/26
34.0,”≈,23.0,27.0,5.0,22,27.0,0.8,2018/12/27
58.0,¡º,47.0,40.0,7.0,41,24.0,0.8,2018/12/28
49.0,”≈,49.0,46.0,8.0,32,26.0,0.6,2018/12/29
48.0,”≈,32.0,37.0,5.0,33,29.0,0.6,2018/12/30
67.0,¡º,45.0,34.0,8.0,48,40.0,0.9,2018/12/31
62.0,¡º,48.0,43.0,6.0,44,45.0,0.9,2019/1/1
80.0,¡º,65.0,13.0,7.0,59,60.0,1.0,2019/1/2
95.0,¡º,79.0,25.0,12.0,71,53.0,1.4,2019/1/3
122.0,«·∂»Œ€»æ,91.0,29.0,6.0,92,46.0,1.2,2019/1/4
214.0,÷ÿ∂»Œ€»æ,153.0,32.0,7.0,164,48.0,1.4,2019/1/5
213.0,÷ÿ∂»Œ€»æ,130.0,26.0,10.0,163,55.0,1.9,2019/1/6
153.0,÷–∂»Œ€»æ,109.0,32.0,7.0,117,44.0,1.4,2019/1/7
117.0,«·∂»Œ€»æ,88.0,31.0,6.0,88,40.0,1.2,2019/1/8
54.0,¡º,45.0,19.0,6.0,36,43.0,1.5,2019/1/9
49.0,”≈,35.0,19.0,5.0,34,37.0,1.2,2019/1/10
92.0,¡º,55.0,15.0,5.0,68,44.0,1.2,2019/1/11
139.0,«·∂»Œ€»æ,104.0,30.0,10.0,106,60.0,1.7,2019/1/12
143.0,«·∂»Œ€»æ,125.0,26.0,15.0,109,72.0,2.0,2019/1/13
109.0,«·∂»Œ€»æ,87.0,16.0,8.0,82,47.0,1.7,2019/1/14
143.0,«·∂»Œ€»æ,141.0,30.0,6.0,109,43.0,1.7,2019/1/15
76.0,¡º,101.0,31.0,10.0,53,55.0,1.4,2019/1/16
130.0,«·∂»Œ€»æ,152.0,23.0,10.0,99,75.0,1.9,2019/1/17
133.0,«·∂»Œ€»æ,140.0,18.0,8.0,101,76.0,1.9,2019/1/18
125.0,«·∂»Œ€»æ,114.0,14.0,7.0,95,57.0,1.5,2019/1/19
188.0,÷–∂»Œ€»æ,145.0,55.0,10.0,141,48.0,1.5,2019/1/20
173.0,÷–∂»Œ€»æ,152.0,44.0,17.0,131,77.0,1.5,2019/1/21
144.0,«·∂»Œ€»æ,129.0,70.0,13.0,110,75.0,1.2,2019/1/22
108.0,«·∂»Œ€»æ,118.0,70.0,13.0,81,87.0,1.2,2019/1/23
109.0,«·∂»Œ€»æ,117.0,83.0,17.0,82,88.0,1.2,2019/1/24
175.0,÷–∂»Œ€»æ,164.0,71.0,14.0,132,77.0,1.4,2019/1/25
198.0,÷–∂»Œ€»æ,163.0,36.0,14.0,148,58.0,1.4,2019/1/26
94.0,¡º,89.0,36.0,16.0,70,62.0,1.0,2019/1/27
170.0,÷–∂»Œ€»æ,141.0,24.0,7.0,129,53.0,1.1,2019/1/28
118.0,«·∂»Œ€»æ,91.0,19.0,6.0,89,43.0,1.2,2019/1/29
60.0,¡º,45.0,14.0,5.0,43,35.0,1.1,2019/1/30
74.0,¡º,48.0,62.0,5.0,54,26.0,1.2,2019/1/31
105.0,«·∂»Œ€»æ,84.0,93.0,7.0,79,36.0,1.3,2019/2/1
75.0,¡º,66.0,41.0,10.0,55,42.0,1.2,2019/2/2
98.0,¡º,115.0,63.0,10.0,73,29.0,1.0,2019/2/3
150.0,«·∂»Œ€»æ,144.0,38.0,13.0,115,47.0,1.6,2019/2/4
142.0,«·∂»Œ€»æ,137.0,77.0,10.0,108,34.0,1.2,2019/2/5
94.0,¡º,84.0,44.0,10.0,70,31.0,1.2,2019/2/6
135.0,«·∂»Œ€»æ,122.0,40.0,5.0,103,16.0,1.0,2019/2/7
28.0,”≈,21.0,56.0,5.0,16,13.0,0.5,2019/2/8
49.0,”≈,35.0,44.0,5.0,34,14.0,0.7,2019/2/9
73.0,¡º,54.0,49.0,5.0,53,18.0,0.8,2019/2/10
97.0,¡º,74.0,49.0,6.0,72,30.0,0.9,2019/2/11
55.0,¡º,46.0,29.0,6.0,39,28.0,0.9,2019/2/12
79.0,¡º,52.0,29.0,5.0,58,27.0,0.8,2019/2/13
42.0,”≈,31.0,29.0,5.0,29,26.0,0.9,2019/2/14
58.0,¡º,42.0,24.0,5.0,41,29.0,1.0,2019/2/15
94.0,¡º,87.0,37.0,5.0,70,27.0,1.0,2019/2/16
95.0,¡º,82.0,59.0,7.0,71,31.0,0.8,2019/2/17
65.0,¡º,54.0,38.0,5.0,47,31.0,0.7,2019/2/18
88.0,¡º,80.0,38.0,6.0,65,35.0,0.9,2019/2/19
124.0,«·∂»Œ€»æ,121.0,34.0,7.0,94,35.0,0.8,2019/2/20
105.0,«·∂»Œ€»æ,80.0,51.0,5.0,79,34.0,0.9,2019/2/21
62.0,¡º,48.0,75.0,5.0,44,31.0,0.7,2019/2/22
74.0,¡º,71.0,51.0,8.0,54,54.0,1.0,2019/2/23
84.0,¡º,79.0,46.0,9.0,62,63.0,1.1,2019/2/24
104.0,«·∂»Œ€»æ,105.0,27.0,13.0,78,83.0,1.3,2019/2/25
156.0,÷–∂»Œ€»æ,147.0,53.0,14.0,119,65.0,1.5,2019/2/26
50.0,”≈,38.0,58.0,5.0,35,30.0,0.7,2019/2/27
57.0,¡º,51.0,39.0,6.0,38,45.0,0.8,2019/2/28
52.0,¡º,40.0,35.0,6.0,27,41.0,0.9,2019/3/1
63.0,¡º,58.0,56.0,5.0,45,32.0,0.9,2019/3/2
72.0,¡º,78.0,106.0,6.0,52,43.0,0.8,2019/3/3
72.0,¡º,84.0,89.0,11.0,52,54.0,1.2,2019/3/4
55.0,¡º,50.0,53.0,6.0,39,44.0,0.8,2019/3/5
68.0,¡º,66.0,97.0,9.0,44,54.0,0.9,2019/3/6
63.0,¡º,76.0,104.0,8.0,34,34.0,0.6,2019/3/7
84.0,¡º,96.0,81.0,12.0,62,54.0,1.0,2019/3/8
100.0,¡º,110.0,110.0,10.0,75,57.0,1.0,2019/3/9
100.0,¡º,123.0,124.0,12.0,75,73.0,0.9,2019/3/10
102.0,«·∂»Œ€»æ,131.0,111.0,10.0,62,83.0,0.9,2019/3/11
101.0,«·∂»Œ€»æ,123.0,106.0,10.0,45,82.0,0.8,2019/3/12
93.0,¡º,129.0,74.0,15.0,64,74.0,1.0,2019/3/13
67.0,¡º,77.0,108.0,7.0,48,43.0,0.8,2019/3/14
95.0,¡º,98.0,102.0,11.0,46,76.0,0.8,2019/3/15
94.0,¡º,114.0,88.0,14.0,50,75.0,1.0,2019/3/16
90.0,¡º,96.0,73.0,13.0,53,72.0,1.1,2019/3/17
69.0,¡º,76.0,106.0,8.0,50,43.0,0.9,2019/3/18
70.0,¡º,83.0,88.0,14.0,51,46.0,1.2,2019/3/19
60.0,¡º,69.0,94.0,9.0,39,43.0,1.1,2019/3/20
69.0,¡º,88.0,71.0,9.0,37,34.0,1.0,2019/3/21
44.0,”≈,44.0,50.0,7.0,24,29.0,0.7,2019/3/22
63.0,¡º,67.0,79.0,9.0,38,50.0,0.8,2019/3/23
77.0,¡º,95.0,59.0,12.0,56,59.0,0.9,2019/3/24
54.0,¡º,57.0,92.0,8.0,30,39.0,0.7,2019/3/25
74.0,¡º,94.0,77.0,14.0,45,59.0,1.1,2019/3/26
73.0,¡º,73.0,11.0,10.0,46,58.0,1.3,2019/3/27
79.0,¡º,82.0,23.0,8.0,58,58.0,2.0,2019/3/28
85.0,¡º,104.0,73.0,11.0,63,65.0,1.8,2019/3/29
86.0,¡º,121.0,99.0,9.0,60,45.0,1.2,2019/3/30
58.0,¡º,66.0,103.0,10.0,36,43.0,1.0,2019/3/31
84.0,¡º,93.0,140.0,13.0,38,59.0,1.0,2019/4/1
69.0,¡º,59.0,73.0,9.0,34,55.0,1.1,2019/4/2
70.0,¡º,55.0,123.0,9.0,33,44.0,0.9,2019/4/3
82.0,¡º,88.0,105.0,10.0,51,65.0,1.0,2019/4/4
56.0,¡º,53.0,107.0,8.0,32,37.0,0.8,2019/4/5
82.0,¡º,80.0,138.0,10.0,39,59.0,1.0,2019/4/6
90.0,¡º,98.0,147.0,14.0,49,65.0,1.2,2019/4/7
76.0,¡º,88.0,131.0,14.0,42,48.0,1.1,2019/4/8
41.0,”≈,41.0,65.0,7.0,22,22.0,0.8,2019/4/9
40.0,”≈,34.0,74.0,6.0,28,21.0,0.7,2019/4/10
51.0,¡º,52.0,98.0,6.0,35,33.0,0.8,2019/4/11
71.0,¡º,54.0,125.0,9.0,27,40.0,0.9,2019/4/12
77.0,¡º,86.0,102.0,13.0,45,61.0,1.1,2019/4/13
63.0,¡º,76.0,106.0,8.0,34,42.0,0.8,2019/4/14
95.0,¡º,71.0,153.0,10.0,36,44.0,0.9,2019/4/15
60.0,¡º,51.0,111.0,7.0,29,33.0,0.8,2019/4/16
80.0,¡º,75.0,136.0,8.0,33,52.0,0.9,2019/4/17
71.0,¡º,91.0,120.0,15.0,41,54.0,1.3,2019/4/18
75.0,¡º,74.0,129.0,8.0,47,33.0,1.1,2019/4/19
109.0,«·∂»Œ€»æ,90.0,169.0,11.0,50,30.0,1.2,2019/4/20
55.0,¡º,51.0,80.0,5.0,39,23.0,1.0,2019/4/21
79.0,¡º,72.0,41.0,6.0,58,39.0,1.6,2019/4/22
60.0,¡º,62.0,111.0,6.0,41,43.0,1.4,2019/4/23
134.0,«·∂»Œ€»æ,96.0,197.0,10.0,61,69.0,1.9,2019/4/24
75.0,¡º,100.0,96.0,8.0,52,54.0,1.5,2019/4/25
52.0,¡º,54.0,49.0,9.0,27,28.0,1.1,2019/4/26
51.0,¡º,52.0,94.0,10.0,26,28.0,0.9,2019/4/27
35.0,”≈,33.0,70.0,5.0,21,23.0,0.8,2019/4/28
33.0,”≈,19.0,64.0,5.0,13,26.0,0.8,2019/4/29
74.0,¡º,60.0,128.0,6.0,41,41.0,0.9,2019/4/30
79.0,¡º,71.0,134.0,8.0,28,35.0,0.8,2019/5/1
96.0,¡º,69.0,155.0,10.0,28,52.0,0.8,2019/5/2
128.0,«·∂»Œ€»æ,102.0,190.0,12.0,46,62.0,1.0,2019/5/3
106.0,«·∂»Œ€»æ,104.0,166.0,14.0,48,57.0,1.1,2019/5/4
85.0,¡º,87.0,95.0,15.0,38,68.0,1.0,2019/5/5
64.0,¡º,61.0,116.0,8.0,27,30.0,0.8,2019/5/6
54.0,¡º,57.0,87.0,10.0,22,41.0,0.7,2019/5/7
95.0,¡º,62.0,154.0,9.0,26,44.0,0.7,2019/5/8
92.0,¡º,68.0,150.0,11.0,35,50.0,0.7,2019/5/9
120.0,«·∂»Œ€»æ,76.0,182.0,12.0,40,61.0,0.8,2019/5/10
135.0,«·∂»Œ€»æ,107.0,198.0,11.0,47,80.0,1.1,2019/5/11
98.0,¡º,127.0,139.0,11.0,69,78.0,1.2,2019/5/12
112.0,«·∂»Œ€»æ,173.0,80.0,8.0,58,36.0,0.8,2019/5/13
110.0,«·∂»Œ€»æ,170.0,32.0,7.0,67,67.0,1.1,2019/5/14
45.0,”≈,38.0,28.0,5.0,28,36.0,1.1,2019/5/15
65.0,¡º,67.0,47.0,5.0,45,52.0,1.2,2019/5/16
65.0,¡º,62.0,110.0,5.0,40,52.0,1.4,2019/5/17
81.0,¡º,72.0,137.0,5.0,39,43.0,1.3,2019/5/18
45.0,”≈,45.0,86.0,5.0,24,25.0,0.7,2019/5/19
78.0,¡º,106.0,115.0,7.0,24,32.0,0.6,2019/5/20
78.0,¡º,105.0,94.0,8.0,45,60.0,0.7,2019/5/21
97.0,¡º,114.0,156.0,8.0,60,55.0,0.8,2019/5/22
137.0,«·∂»Œ€»æ,116.0,200.0,9.0,51,71.0,0.9,2019/5/23
81.0,¡º,90.0,137.0,11.0,51,48.0,1.0,2019/5/24
47.0,”≈,46.0,73.0,4.0,29,37.0,0.9,2019/5/25
63.0,¡º,19.0,115.0,4.0,12,33.0,0.9,2019/5/26
79.0,¡º,73.0,134.0,5.0,19,31.0,0.7,2019/5/27
82.0,¡º,43.0,138.0,6.0,19,22.0,0.6,2019/5/28
65.0,¡º,45.0,117.0,8.0,24,34.0,0.7,2019/5/29
49.0,”≈,37.0,97.0,4.0,30,32.0,0.7,2019/5/30
113.0,«·∂»Œ€»æ,63.0,174.0,6.0,41,44.0,0.9,2019/5/31
106.0,«·∂»Œ€»æ,73.0,166.0,6.0,42,48.0,0.9,2019/6/1
96.0,¡º,50.0,155.0,5.0,29,35.0,0.7,2019/6/2
102.0,«·∂»Œ€»æ,72.0,162.0,5.0,33,50.0,0.8,2019/6/3
108.0,«·∂»Œ€»æ,75.0,168.0,7.0,40,34.0,0.8,2019/6/4
76.0,¡º,60.0,131.0,6.0,34,28.0,0.8,2019/6/5
80.0,¡º,19.0,136.0,4.0,10,15.0,0.7,2019/6/6
131.0,«·∂»Œ€»æ,38.0,194.0,7.0,23,28.0,1.0,2019/6/7
96.0,¡º,49.0,155.0,6.0,30,28.0,1.0,2019/6/8
112.0,«·∂»Œ€»æ,70.0,173.0,4.0,41,40.0,1.1,2019/6/9
101.0,«·∂»Œ€»æ,78.0,161.0,4.0,41,34.0,0.9,2019/6/10
121.0,«·∂»Œ€»æ,58.0,183.0,8.0,27,30.0,0.7,2019/6/11
91.0,¡º,43.0,149.0,6.0,26,32.0,0.8,2019/6/12
95.0,¡º,42.0,154.0,6.0,27,27.0,0.9,2019/6/13
141.0,«·∂»Œ€»æ,63.0,205.0,7.0,36,34.0,1.0,2019/6/14
130.0,«·∂»Œ€»æ,75.0,192.0,11.0,36,45.0,1.0,2019/6/15
55.0,¡º,50.0,106.0,11.0,25,34.0,0.9,2019/6/16
38.0,”≈,24.0,75.0,5.0,17,26.0,0.9,2019/6/17
48.0,”≈,22.0,96.0,5.0,15,24.0,1.0,2019/6/18
43.0,”≈,37.0,86.0,6.0,23,30.0,1.2,2019/6/19
54.0,¡º,36.0,104.0,5.0,21,23.0,1.0,2019/6/20
26.0,”≈,13.0,51.0,4.0,7,20.0,1.0,2019/6/21
51.0,¡º,25.0,101.0,5.0,17,26.0,1.0,2019/6/22
103.0,«·∂»Œ€»æ,41.0,163.0,7.0,23,36.0,0.9,2019/6/23
137.0,«·∂»Œ€»æ,56.0,200.0,9.0,32,37.0,0.9,2019/6/24
128.0,«·∂»Œ€»æ,71.0,190.0,7.0,39,47.0,0.9,2019/6/25
132.0,«·∂»Œ€»æ,83.0,195.0,9.0,48,46.0,1.1,2019/6/26
102.0,«·∂»Œ€»æ,83.0,162.0,9.0,48,52.0,1.0,2019/6/27
54.0,¡º,58.0,96.0,6.0,30,30.0,1.0,2019/6/28
55.0,¡º,21.0,106.0,5.0,13,24.0,0.9,2019/6/29
88.0,¡º,36.0,145.0,5.0,19,25.0,0.8,2019/6/30
97.0,¡º,57.0,156.0,6.0,24,39.0,0.9,2019/7/1
160.0,÷–∂»Œ€»æ,69.0,225.0,8.0,39,43.0,1.1,2019/7/2
132.0,«·∂»Œ€»æ,75.0,195.0,9.0,39,44.0,1.0,2019/7/3
59.0,¡º,67.0,88.0,7.0,36,39.0,0.9,2019/7/4
69.0,¡º,66.0,122.0,5.0,38,31.0,0.8,2019/7/5
61.0,¡º,43.0,113.0,5.0,25,27.0,0.8,2019/7/6
110.0,«·∂»Œ€»æ,62.0,171.0,8.0,29,33.0,0.9,2019/7/7
80.0,¡º,54.0,135.0,8.0,28,28.0,0.9,2019/7/8
44.0,”≈,31.0,87.0,5.0,20,22.0,0.7,2019/7/9
90.0,¡º,38.0,148.0,6.0,22,31.0,0.9,2019/7/10
92.0,¡º,57.0,150.0,9.0,31,32.0,1.1,2019/7/11
39.0,”≈,37.0,78.0,6.0,23,31.0,1.1,2019/7/12
64.0,¡º,27.0,116.0,6.0,16,25.0,0.8,2019/7/13
100.0,¡º,51.0,160.0,5.0,31,33.0,0.9,2019/7/14
86.0,¡º,46.0,143.0,7.0,25,31.0,1.0,2019/7/15
85.0,¡º,40.0,142.0,6.0,20,31.0,1.0,2019/7/16
53.0,¡º,56.0,90.0,5.0,28,38.0,1.0,2019/7/17
45.0,”≈,31.0,89.0,5.0,21,26.0,1.0,2019/7/18
51.0,¡º,33.0,101.0,5.0,20,20.0,0.7,2019/7/19
122.0,«·∂»Œ€»æ,51.0,184.0,6.0,27,38.0,0.8,2019/7/20
99.0,¡º,62.0,158.0,5.0,34,38.0,0.8,2019/7/21
65.0,¡º,55.0,117.0,5.0,29,27.0,0.8,2019/7/22
49.0,”≈,39.0,97.0,4.0,17,23.0,0.7,2019/7/23
67.0,¡º,36.0,120.0,5.0,17,23.0,0.7,2019/7/24
57.0,¡º,38.0,108.0,5.0,20,24.0,0.6,2019/7/25
57.0,¡º,39.0,108.0,5.0,19,23.0,0.6,2019/7/26
56.0,¡º,37.0,107.0,5.0,18,19.0,0.6,2019/7/27
52.0,¡º,38.0,102.0,5.0,18,21.0,0.6,2019/7/28
56.0,¡º,41.0,107.0,5.0,21,18.0,0.6,2019/7/29
51.0,¡º,37.0,101.0,5.0,16,22.0,0.7,2019/7/30
74.0,¡º,41.0,128.0,5.0,16,31.0,0.7,2019/7/31
73.0,¡º,54.0,127.0,6.0,22,33.0,0.7,2019/8/1
51.0,¡º,44.0,101.0,8.0,22,30.0,1.0,2019/8/2
75.0,¡º,40.0,129.0,7.0,18,30.0,0.9,2019/8/3
122.0,«·∂»Œ€»æ,44.0,184.0,7.0,23,28.0,0.9,2019/8/4
105.0,«·∂»Œ€»æ,55.0,165.0,7.0,28,36.0,0.8,2019/8/5
108.0,«·∂»Œ€»æ,49.0,168.0,6.0,27,32.0,0.9,2019/8/6
82.0,¡º,47.0,138.0,7.0,25,31.0,1.0,2019/8/7
83.0,¡º,38.0,139.0,5.0,25,23.0,0.8,2019/8/8
69.0,¡º,47.0,122.0,5.0,29,26.0,0.7,2019/8/9
35.0,”≈,28.0,69.0,5.0,15,15.0,0.6,2019/8/10
67.0,¡º,30.0,120.0,5.0,22,17.0,0.7,2019/8/11
95.0,¡º,38.0,154.0,6.0,21,25.0,0.7,2019/8/12
124.0,«·∂»Œ€»æ,56.0,186.0,7.0,29,37.0,0.9,2019/8/13
113.0,«·∂»Œ€»æ,59.0,174.0,8.0,33,29.0,0.9,2019/8/14
103.0,«·∂»Œ€»æ,54.0,163.0,7.0,33,30.0,0.9,2019/8/15
104.0,«·∂»Œ€»æ,59.0,164.0,7.0,34,39.0,0.7,2019/8/16
168.0,÷–∂»Œ€»æ,90.0,233.0,10.0,47,47.0,1.1,2019/8/17
135.0,«·∂»Œ€»æ,73.0,198.0,11.0,36,27.0,1.0,2019/8/18
133.0,«·∂»Œ€»æ,54.0,196.0,10.0,31,29.0,1.0,2019/8/19
171.0,÷–∂»Œ€»æ,71.0,236.0,10.0,42,38.0,1.1,2019/8/20
125.0,«·∂»Œ€»æ,92.0,187.0,9.0,46,45.0,1.1,2019/8/21
104.0,«·∂»Œ€»æ,69.0,164.0,8.0,47,22.0,1.1,2019/8/22
133.0,«·∂»Œ€»æ,79.0,196.0,9.0,51,28.0,1.3,2019/8/23
145.0,«·∂»Œ€»æ,74.0,209.0,12.0,45,32.0,1.4,2019/8/24
126.0,«·∂»Œ€»æ,62.0,188.0,11.0,35,27.0,1.2,2019/8/25
65.0,¡º,48.0,118.0,8.0,27,21.0,1.0,2019/8/26
55.0,¡º,39.0,106.0,7.0,20,25.0,0.9,2019/8/27
47.0,”≈,23.0,93.0,6.0,15,19.0,0.9,2019/8/28
121.0,«·∂»Œ€»æ,47.0,183.0,9.0,27,29.0,1.1,2019/8/29
98.0,¡º,53.0,157.0,12.0,25,30.0,1.0,2019/8/30
73.0,¡º,39.0,127.0,12.0,18,36.0,0.9,2019/8/31
57.0,¡º,49.0,95.0,8.0,32,45.0,1.0,2019/9/1
100.0,¡º,54.0,159.0,11.0,35,38.0,1.1,2019/9/2
74.0,¡º,39.0,128.0,9.0,23,25.0,0.9,2019/9/3
91.0,¡º,44.0,149.0,9.0,25,27.0,0.9,2019/9/4
124.0,«·∂»Œ€»æ,54.0,186.0,12.0,29,38.0,1.2,2019/9/5
95.0,¡º,47.0,153.0,9.0,25,30.0,0.9,2019/9/6
116.0,«·∂»Œ€»æ,53.0,177.0,9.0,27,37.0,0.9,2019/9/7
139.0,«·∂»Œ€»æ,77.0,202.0,13.0,38,55.0,1.1,2019/9/8
152.0,÷–∂»Œ€»æ,79.0,217.0,14.0,46,40.0,1.2,2019/9/9
148.0,«·∂»Œ€»æ,73.0,212.0,14.0,43,31.0,1.2,2019/9/10
157.0,÷–∂»Œ€»æ,68.0,222.0,13.0,39,36.0,1.0,2019/9/11
157.0,÷–∂»Œ€»æ,81.0,222.0,12.0,47,37.0,1.1,2019/9/12
150.0,«·∂»Œ€»æ,76.0,214.0,12.0,44,22.0,1.0,2019/9/13
77.0,¡º,48.0,132.0,9.0,26,16.0,0.9,2019/9/14
67.0,¡º,57.0,120.0,10.0,33,22.0,1.0,2019/9/15
50.0,”≈,50.0,87.0,8.0,29,20.0,0.7,2019/9/16
47.0,”≈,47.0,86.0,9.0,27,22.0,0.8,2019/9/17
49.0,”≈,49.0,71.0,8.0,33,25.0,0.8,2019/9/18
110.0,«·∂»Œ€»æ,70.0,171.0,12.0,34,34.0,1.0,2019/9/19
68.0,¡º,45.0,121.0,10.0,15,29.0,0.6,2019/9/20
89.0,¡º,45.0,146.0,10.0,20,27.0,0.6,2019/9/21
91.0,¡º,53.0,149.0,11.0,23,30.0,0.7,2019/9/22
96.0,¡º,54.0,155.0,12.0,23,37.0,0.7,2019/9/23
101.0,«·∂»Œ€»æ,61.0,161.0,15.0,28,63.0,0.8,2019/9/24
103.0,«·∂»Œ€»æ,86.0,145.0,18.0,39,85.0,1.0,2019/9/25
105.0,«·∂»Œ€»æ,97.0,165.0,16.0,47,86.0,1.1,2019/9/26
97.0,¡º,75.0,156.0,16.0,38,61.0,0.9,2019/9/27
132.0,«·∂»Œ€»æ,79.0,195.0,14.0,45,70.0,1.0,2019/9/28
140.0,«·∂»Œ€»æ,91.0,203.0,14.0,49,80.0,1.1,2019/9/29
130.0,«·∂»Œ€»æ,81.0,192.0,17.0,44,63.0,1.1,2019/9/30
130.0,«·∂»Œ€»æ,60.0,193.0,15.0,34,44.0,0.9,2019/10/1
107.0,«·∂»Œ€»æ,58.0,167.0,12.0,35,40.0,0.9,2019/10/2
124.0,«·∂»Œ€»æ,72.0,186.0,13.0,44,51.0,1.1,2019/10/3
